mech_smi,rxn_idx,step_idx_retro,source,source_db,split
"COC1=CC=C(COC(C2OC[O:1][O:3]2)C(C)(C)COS(=O)(=O)CCCCl)C=C1.C[S:2]C.ClCCl.O|(2, 3);((3, 1), 1)",20,1,reaction_8,USPTO_ozonolysis,train
"COC1=CC=C(COC(C(C)(C)COS(=O)(=O)CCCCl)[CH:1]([O:2][CH2:3][O-:4])[O:5][S+:6](C)C)C=C1.ClCCl.O|(4, 3);((3, 2), 1);((1, 5), 6)",20,0,reaction_8,USPTO_ozonolysis,train
"CO.COC(=O)C1(C[CH:1]=[CH2:2])CCN(C(=O)OC(C)(C)C)CC1.CSC.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",21,4,reaction_6,USPTO_ozonolysis,train
"CO.COC(=O)C1(C[CH:1]2[CH2:2][O:3][O:4][O:5]2)CCN(C(=O)OC(C)(C)C)CC1.CSC.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",21,3,reaction_6,USPTO_ozonolysis,train
"CO.COC(=O)C1(C[CH:3]=[O+:4][O-:5])CCN(C(=O)OC(C)(C)C)CC1.CSC.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",21,2,reaction_6,USPTO_ozonolysis,train
"CO.COC(=O)C1(CC2OC[O:2][O:3]2)CCN(C(=O)OC(C)(C)C)CC1.C[S:1]C.ClCCl|(1, 2);((2, 3), 3)",21,1,reaction_6,USPTO_ozonolysis,train
"CO.COC(=O)C1(C[CH:1]([O-:2])[O:3][CH2:4][O:5][S+:6](C)C)CCN(C(=O)OC(C)(C)C)CC1.ClCCl|(2, 1);((1, 3), 4);((4, 5), 6)",21,0,reaction_6,USPTO_ozonolysis,train
"CNC(C(=O)NC(C(=O)N(C)C(C(C)C)[CH:4]=[C:5](C)C(=O)O)C(C)(C)C)C(C)(C)C1=CC=CC=C1.CO.CSC.[O-:1][O+:2]=[O:3]|(1, 5);((5, 4), 3);((3, 2), 2)",22,4,reaction_24,USPTO_ozonolysis,train
"CNC(C(=O)NC(C(=O)N(C)C(C(C)C)[CH:1]1[O:2][O:3][O:4][C:5]1(C)C(=O)O)C(C)(C)C)C(C)(C)C1=CC=CC=C1.CO.CSC|(2, 1);((1, 5), 4);((4, 3), 3)",22,3,reaction_24,USPTO_ozonolysis,train
"CNC(C(=O)NC(C(=O)N(C)C(C(C)C)[CH:3]=[O+:4][O-:5])C(C)(C)C)C(C)(C)C1=CC=CC=C1.CO.CSC.C[C:1](C(=O)O)=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",22,2,reaction_24,USPTO_ozonolysis,train
"CNC(C(=O)NC(C(=O)N(C)C(C(C)C)C1OC(C)(C(=O)O)[O:2][O:3]1)C(C)(C)C)C(C)(C)C1=CC=CC=C1.CO.C[S:1]C|(1, 3);((3, 2), 2)",22,1,reaction_24,USPTO_ozonolysis,train
"CNC(C(=O)NC(C(=O)N(C)C(C(C)C)[CH:1]([O:2][S+:3](C)C)[O:4][C:5](C)(C(=O)O)[O-:6])C(C)(C)C)C(C)(C)C1=CC=CC=C1.CO|(6, 5);((5, 4), 1);((1, 2), 3)",22,0,reaction_24,USPTO_ozonolysis,train
"COC(=O)[CH:1]=[CH:2]C1=C(Cl)C=C(Br)C=C1Cl.CSC.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",23,4,reaction_21,USPTO_ozonolysis,train
"COC(=O)[CH:1]1[O:2][O:3][O:4][CH:5]1C1=C(Cl)C=C(Br)C=C1Cl.CSC.ClCCl|(4, 5);((5, 1), 2);((2, 3), 3)",23,3,reaction_21,USPTO_ozonolysis,train
"COC(=O)[CH:1]=[O:2].CSC.ClC1=CC(Br)=CC(Cl)=C1[CH:5]=[O+:4][O-:3].ClCCl|(3, 1);((1, 2), 5);((5, 4), 4)",23,2,reaction_21,USPTO_ozonolysis,train
"COC(=O)C1OC(C2=C(Cl)C=C(Br)C=C2Cl)[O:3][O:2]1.C[S:1]C.ClCCl|(1, 3);((3, 2), 2)",23,1,reaction_21,USPTO_ozonolysis,train
"COC(=O)[CH:1]([O-:2])[O:3][CH:4](C1=C(Cl)C=C(Br)C=C1Cl)[O:5][S+:6](C)C.ClCCl|(2, 1);((1, 3), 4);((4, 5), 6)",23,0,reaction_21,USPTO_ozonolysis,train
"CCOC(C)=O.CO.CSC.O=C1NC2=CC=C(F)C(F)=C2C(C[CH:2]=[CH2:1])(C2=CC=C(F)C=C2)N1CC(F)(F)F.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",24,4,reaction_43,USPTO_ozonolysis,train
"CCOC(C)=O.CO.CSC.O=C1NC2=CC=C(F)C(F)=C2C(C[CH:1]2[CH2:2][O:3][O:4][O:5]2)(C2=CC=C(F)C=C2)N1CC(F)(F)F|(5, 1);((1, 2), 3);((3, 4), 4)",24,3,reaction_43,USPTO_ozonolysis,train
"CCOC(C)=O.CO.CSC.O=C1NC2=CC=C(F)C(F)=C2C(C[CH:3]=[O+:4][O-:5])(C2=CC=C(F)C=C2)N1CC(F)(F)F.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",24,2,reaction_43,USPTO_ozonolysis,train
"CCOC(C)=O.CO.C[S:1]C.O=C1NC2=CC=C(F)C(F)=C2C(CC2OC[O:2][O:3]2)(C2=CC=C(F)C=C2)N1CC(F)(F)F|(1, 3);((3, 2), 2)",24,1,reaction_43,USPTO_ozonolysis,train
"CCOC(C)=O.CO.C[S+:4](C)[O:5][CH:6](CC1(C2=CC=C(F)C=C2)C2=C(F)C(F)=CC=C2NC(=O)N1CC(F)(F)F)[O:1][CH2:2][O-:3]|(3, 2);((2, 1), 6);((6, 5), 4)",24,0,reaction_43,USPTO_ozonolysis,train
"CO.CSC.ClCCl.FC1=CC(C2OCCCO2)=CC=C1C1=NC2=CC=C([C:3](C3=CC=CC=C3)=[CH2:2])N=C2S1.[O+:1](=[O:4])[O-:5]|(5, 3);((3, 2), 4);((4, 1), 1)",25,4,reaction_36,USPTO_ozonolysis,train
"CO.CSC.ClCCl.FC1=CC(C2OCCCO2)=CC=C1C1=NC2=CC=C([C:5]3(C4=CC=CC=C4)[CH2:1][O:2][O:3][O:4]3)N=C2S1|(4, 5);((5, 1), 2);((2, 3), 3)",25,3,reaction_36,USPTO_ozonolysis,train
"CO.CSC.ClCCl.FC1=CC(C2OCCCO2)=CC=C1C1=NC2=CC=C([C:5](C3=CC=CC=C3)=[O+:4][O-:3])N=C2S1.[CH2:1]=[O:2]|(3, 1);((1, 2), 5);((5, 4), 4)",25,2,reaction_36,USPTO_ozonolysis,train
"CO.C[S:1]C.ClCCl.FC1=CC(C2OCCCO2)=CC=C1C1=NC2=CC=C(C3(C4=CC=CC=C4)OC[O:2][O:3]3)N=C2S1|(1, 3);((3, 2), 2)",25,1,reaction_36,USPTO_ozonolysis,train
"CO.C[S+:1](C)[O:2][C:3](C1=CC=CC=C1)(C1=CC=C2N=C(C3=CC=C(C4OCCCO4)C=C3F)SC2=N1)[O:4][CH2:5][O-:6].ClCCl|(6, 5);((5, 4), 3);((3, 2), 1)",25,0,reaction_36,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCCC(C[CH:1]=[CH2:2])C(=O)N2CCOC2=O)OCCO1.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",26,4,reaction_55,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCCC(C[CH:1]2[CH2:2][O:3][O:4][O:5]2)C(=O)N2CCOC2=O)OCCO1.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",26,3,reaction_55,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCCC(C[CH:3]=[O+:4][O-:5])C(=O)N2CCOC2=O)OCCO1.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",26,2,reaction_55,USPTO_ozonolysis,train
"C1=CC=C([P:1](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCCC(CC2OC[O:2][O:3]2)C(=O)N2CCOC2=O)OCCO1.ClCCl|(1, 3);((3, 2), 2)",26,1,reaction_55,USPTO_ozonolysis,train
"CC1(CCCC(C[CH:1]([O:2][CH2:3][O-:4])[O:5][P+:6](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(=O)N2CCOC2=O)OCCO1.ClCCl|(4, 3);((3, 2), 1);((1, 5), 6)",26,0,reaction_55,USPTO_ozonolysis,train
"CO.CSC.ClCCl.O=C1OCC(CC2=CC=CC=C2)N1C(=O)C(CC1=C(Cl)C=C(C2=CC=C(F)C=C2)C=C1Cl)C[CH:2]=[CH2:1].[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",27,4,reaction_4,USPTO_ozonolysis,train
"CO.CSC.ClCCl.O=C1OCC(CC2=CC=CC=C2)N1C(=O)C(CC1=C(Cl)C=C(C2=CC=C(F)C=C2)C=C1Cl)C[CH:1]1[CH2:2][O:3][O:4][O:5]1|(5, 1);((1, 2), 3);((3, 4), 4)",27,3,reaction_4,USPTO_ozonolysis,train
"CO.CSC.ClCCl.O=C1OCC(CC2=CC=CC=C2)N1C(=O)C(CC1=C(Cl)C=C(C2=CC=C(F)C=C2)C=C1Cl)C[CH:3]=[O+:4][O-:5].[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",27,2,reaction_4,USPTO_ozonolysis,train
"CO.C[S:1]C.ClCCl.O=C1OCC(CC2=CC=CC=C2)N1C(=O)C(CC1=C(Cl)C=C(C2=CC=C(F)C=C2)C=C1Cl)CC1OC[O:2][O:3]1|(1, 3);((3, 2), 2)",27,1,reaction_4,USPTO_ozonolysis,train
"CO.C[S+:1](C)[O:2][CH:3](CC(CC1=C(Cl)C=C(C2=CC=C(F)C=C2)C=C1Cl)C(=O)N1C(=O)OCC1CC1=CC=CC=C1)[O:4][CH2:5][O-:6].ClCCl|(6, 5);((5, 4), 3);((3, 2), 1)",27,0,reaction_4,USPTO_ozonolysis,train
"CSC.C[C:1](C)=[CH:2]N1C(=O)C2N=C(CC3=CC=CC=C3)OC21.ClCCl.O.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",28,4,reaction_0,USPTO_ozonolysis,train
"CSC.C[C:1]1(C)[O:2][O:3][O:4][CH:5]1N1C(=O)C2N=C(CC3=CC=CC=C3)OC21.ClCCl.O|(4, 5);((5, 1), 2);((2, 3), 3)",28,3,reaction_0,USPTO_ozonolysis,train
"CSC.C[C:1](C)=[O:2].ClCCl.O.O=C1C2N=C(CC3=CC=CC=C3)OC2N1[CH:3]=[O+:4][O-:5]|(5, 1);((1, 2), 3);((3, 4), 4)",28,2,reaction_0,USPTO_ozonolysis,train
"CC1(C)OC(N2C(=O)C3N=C(CC4=CC=CC=C4)OC32)[O:3][O:2]1.C[S:1]C.ClCCl.O|(1, 3);((3, 2), 2)",28,1,reaction_0,USPTO_ozonolysis,train
"C[S+:1](C)[O:2][CH:3](N1C(=O)C2N=C(CC3=CC=CC=C3)OC21)[O:4][C:5](C)(C)[O-:6].ClCCl.O|(6, 5);((5, 4), 3);((3, 2), 1)",28,0,reaction_0,USPTO_ozonolysis,train
"CCN(CC)CC.COC(CC[CH:1]=[CH2:2])COCC1=CC=CC=C1.CSC.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",29,4,reaction_43,USPTO_ozonolysis,train
"CCN(CC)CC.COC(CC[CH:1]1[CH2:2][O:3][O:4][O:5]1)COCC1=CC=CC=C1.CSC.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",29,3,reaction_43,USPTO_ozonolysis,train
"CCN(CC)CC.COC(CC[CH:3]=[O+:4][O-:5])COCC1=CC=CC=C1.CSC.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",29,2,reaction_43,USPTO_ozonolysis,train
"CCN(CC)CC.COC(CCC1OC[O:1][O:2]1)COCC1=CC=CC=C1.C[S:3]C.ClCCl|(3, 2);((2, 1), 1)",29,1,reaction_43,USPTO_ozonolysis,train
"CCN(CC)CC.COC(CC[CH:1]([O:2][CH2:3][O-:4])[O:5][S+:6](C)C)COCC1=CC=CC=C1.ClCCl|(4, 3);((3, 2), 1);((1, 5), 6)",29,0,reaction_43,USPTO_ozonolysis,train
"CC1OC2=CC=C(F)C=C2N(C[CH:1]=[CH2:2])C(=O)C1NC(=O)OC(C)(C)C.CSC.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",30,4,reaction_5,USPTO_ozonolysis,train
"CC1OC2=CC=C(F)C=C2N(C[CH:1]2[CH2:2][O:3][O:4][O:5]2)C(=O)C1NC(=O)OC(C)(C)C.CSC.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",30,3,reaction_5,USPTO_ozonolysis,train
"CC1OC2=CC=C(F)C=C2N(C[CH:3]=[O+:4][O-:5])C(=O)C1NC(=O)OC(C)(C)C.CSC.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",30,2,reaction_5,USPTO_ozonolysis,train
"CC1OC2=CC=C(F)C=C2N(CC2OC[O:1][O:2]2)C(=O)C1NC(=O)OC(C)(C)C.C[S:3]C.ClCCl|(3, 2);((2, 1), 1)",30,1,reaction_5,USPTO_ozonolysis,train
"CC1OC2=CC=C(F)C=C2N(C[CH:1]([O:2][CH2:3][O-:4])[O:5][S+:6](C)C)C(=O)C1NC(=O)OC(C)(C)C.ClCCl|(4, 3);((3, 2), 1);((1, 5), 6)",30,0,reaction_5,USPTO_ozonolysis,train
"COC(=O)C(CC(=O)C1=CC=C(C(F)(F)F)C=C1)(C[CH:1]=[CH2:2])C(=O)OC.CSC.ClCCl.O.O.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",31,4,reaction_14,USPTO_ozonolysis,train
"COC(=O)C(CC(=O)C1=CC=C(C(F)(F)F)C=C1)(C[CH:1]1[CH2:2][O:3][O:4][O:5]1)C(=O)OC.CSC.ClCCl.O.O|(5, 1);((1, 2), 3);((3, 4), 4)",31,3,reaction_14,USPTO_ozonolysis,train
"COC(=O)C(CC(=O)C1=CC=C(C(F)(F)F)C=C1)(C[CH:3]=[O+:4][O-:5])C(=O)OC.CSC.ClCCl.O.O.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",31,2,reaction_14,USPTO_ozonolysis,train
"COC(=O)C(CC(=O)C1=CC=C(C(F)(F)F)C=C1)(CC1OC[O:3][O:1]1)C(=O)OC.C[S:2]C.ClCCl.O.O|(2, 3);((3, 1), 1)",31,1,reaction_14,USPTO_ozonolysis,train
"COC(=O)C(CC(=O)C1=CC=C(C(F)(F)F)C=C1)(C[CH:1]([O-:2])[O:3][CH2:4][O:5][S+:6](C)C)C(=O)OC.ClCCl.O.O|(2, 1);((1, 3), 4);((4, 5), 6)",31,0,reaction_14,USPTO_ozonolysis,train
"CCCOC(=O)C1C[C:1](=[CH2:2])C1.CO.CSC.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",32,4,reaction_46,USPTO_ozonolysis,train
"CCCOC(=O)C1C[C:1]2(C1)[CH2:2][O:3][O:4][O:5]2.CO.CSC|(5, 1);((1, 2), 3);((3, 4), 4)",32,3,reaction_46,USPTO_ozonolysis,train
"CCCOC(=O)C1C[C:3](=[O+:4][O-:5])C1.CO.CSC.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",32,2,reaction_46,USPTO_ozonolysis,train
"CCCOC(=O)C1CC2(C1)OC[O:2][O:3]2.CO.C[S:1]C|(1, 2);((2, 3), 3)",32,1,reaction_46,USPTO_ozonolysis,train
"CCCOC(=O)C1C[C:1]([O-:2])([O:3][CH2:4][O:5][S+:6](C)C)C1.CO|(2, 1);((1, 3), 4);((4, 5), 6)",32,0,reaction_46,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC1=C(OC)N=C2C([CH:1]=[CH2:2])=C(Cl)C(Cl)=CC2=N1.ClC(Cl)Cl.O.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",33,4,reaction_37,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC1=NC2=CC(Cl)=C(Cl)C([CH:5]3[CH2:1][O:2][O:3][O:4]3)=C2N=C1OC.ClC(Cl)Cl.O|(4, 5);((5, 1), 2);((2, 3), 3)",33,3,reaction_37,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC1=NC2=CC(Cl)=C(Cl)C([CH:1]=[O+:2][O-:3])=C2N=C1OC.ClC(Cl)Cl.O.[CH2:4]=[O:5]|(3, 4);((4, 5), 1);((1, 2), 2)",33,2,reaction_37,USPTO_ozonolysis,train
"C1=CC=C([P:3](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC1=NC2=CC(Cl)=C(Cl)C(C3OC[O:1][O:2]3)=C2N=C1OC.ClC(Cl)Cl.O|(3, 2);((2, 1), 1)",33,1,reaction_37,USPTO_ozonolysis,train
"COC1=NC2=CC(Cl)=C(Cl)C([CH:1]([O:2][CH2:3][O-:4])[O:5][P+:6](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)=C2N=C1OC.ClC(Cl)Cl.O|(4, 3);((3, 2), 1);((1, 5), 6)",33,0,reaction_37,USPTO_ozonolysis,train
"CC(C)(C)OC(=O)N(C[CH:1]=[CH2:2])C1CCN(C(=O)OCC2=CC=CC=C2)CC1.CO.CSC.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",34,4,reaction_17,USPTO_ozonolysis,train
"CC(C)(C)OC(=O)N(C[CH:1]1[CH2:2][O:3][O:4][O:5]1)C1CCN(C(=O)OCC2=CC=CC=C2)CC1.CO.CSC.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",34,3,reaction_17,USPTO_ozonolysis,train
"CC(C)(C)OC(=O)N(C[CH:3]=[O+:4][O-:5])C1CCN(C(=O)OCC2=CC=CC=C2)CC1.CO.CSC.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",34,2,reaction_17,USPTO_ozonolysis,train
"CC(C)(C)OC(=O)N(CC1OC[O:2][O:3]1)C1CCN(C(=O)OCC2=CC=CC=C2)CC1.CO.C[S:1]C.ClCCl|(1, 3);((3, 2), 2)",34,1,reaction_17,USPTO_ozonolysis,train
"CC(C)(C)OC(=O)N(C[CH:6]([O:1][CH2:2][O-:3])[O:5][S+:4](C)C)C1CCN(C(=O)OCC2=CC=CC=C2)CC1.CO.ClCCl|(3, 2);((2, 1), 6);((6, 5), 4)",34,0,reaction_17,USPTO_ozonolysis,train
"CO.CSC.C[C:1](C(=O)OCC1=CC=CC=C1)=[CH2:2].ClCCl.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",35,4,reaction_8,USPTO_ozonolysis,train
"CO.CSC.C[C:1]1(C(=O)OCC2=CC=CC=C2)[CH2:2][O:3][O:4][O:5]1.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",35,3,reaction_8,USPTO_ozonolysis,train
"CO.CSC.C[C:3](C(=O)OCC1=CC=CC=C1)=[O+:4][O-:5].ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",35,2,reaction_8,USPTO_ozonolysis,train
"CC1(C(=O)OCC2=CC=CC=C2)OC[O:3][O:1]1.CO.C[S:2]C.ClCCl|(2, 3);((3, 1), 1)",35,1,reaction_8,USPTO_ozonolysis,train
"CO.C[S+:1](C)[O:2][CH2:3][O:4][C:5](C)(C(=O)OCC1=CC=CC=C1)[O-:6].ClCCl|(6, 5);((5, 4), 3);((3, 2), 1)",35,0,reaction_8,USPTO_ozonolysis,train
"C1=CC=C([CH:1]=[C:2]2CCCC3=C2N=CC=C3)C=C1.CSC.ClCCl.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",36,4,reaction_1,USPTO_ozonolysis,train
"C1=CC=C([CH:1]2[O:2][O:3][O:4][C:5]23CCCC2=CC=CN=C23)C=C1.CSC.ClCCl|(4, 5);((5, 1), 2);((2, 3), 3)",36,3,reaction_1,USPTO_ozonolysis,train
"C1=CC=C([CH:2]=[O:1])C=C1.C1=CN=C2C(=C1)CCC[C:5]2=[O+:4][O-:3].CSC.ClCCl|(3, 2);((2, 1), 5);((5, 4), 4)",36,2,reaction_1,USPTO_ozonolysis,train
"C1=CC=C(C2OC3(CCCC4=CC=CN=C43)[O:3][O:1]2)C=C1.C[S:2]C.ClCCl|(2, 3);((3, 1), 1)",36,1,reaction_1,USPTO_ozonolysis,train
"C[S+:1](C)[O:2][C:3]1([O:4][CH:5](C2=CC=CC=C2)[O-:6])CCCC2=CC=CN=C21.ClCCl|(6, 5);((5, 4), 3);((3, 2), 1)",36,0,reaction_1,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(C)C1(C(=O)NCC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)CC[C:1](=[CH2:2])C1.ClCCl.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",37,4,reaction_44,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(C)C1(C(=O)NCC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)CC[C:1]2(C1)[CH2:2][O:3][O:4][O:5]2.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",37,3,reaction_44,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(C)C1(C(=O)NCC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)CC[C:1](=[O+:2][O-:3])C1.ClCCl.[CH2:4]=[O:5]|(3, 4);((4, 5), 1);((1, 2), 2)",37,2,reaction_44,USPTO_ozonolysis,train
"C1=CC=C([P:3](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(C)C1(C(=O)NCC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)CCC2(C1)OC[O:1][O:2]2.ClCCl|(3, 1);((1, 2), 2)",37,1,reaction_44,USPTO_ozonolysis,train
"CC(C)C1(C(=O)NCC2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)CC[C:1]([O-:2])([O:3][CH2:4][O:5][P+:6](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C1.ClCCl|(2, 1);((1, 3), 4);((4, 5), 6)",37,0,reaction_44,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C(C[CH:1]=[CH2:2])C(CC(=O)O)C1=CC=CC(F)=C1.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",38,4,reaction_10,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C(C[CH:1]1[CH2:2][O:3][O:4][O:5]1)C(CC(=O)O)C1=CC=CC(F)=C1.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",38,3,reaction_10,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C(C[CH:3]=[O+:4][O-:5])C(CC(=O)O)C1=CC=CC(F)=C1.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",38,2,reaction_10,USPTO_ozonolysis,train
"C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C(CC1OC[O:1][O:3]1)C(CC(=O)O)C1=CC=CC(F)=C1.ClCCl|(2, 1);((1, 3), 3)",38,1,reaction_10,USPTO_ozonolysis,train
"COC(=O)C(C[CH:1]([O-:2])[O:3][CH2:4][O:5][P+:6](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(CC(=O)O)C1=CC=CC(F)=C1.ClCCl|(2, 1);((1, 3), 4);((4, 5), 6)",38,0,reaction_10,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C1CC[C:1](=[CH2:2])C1.ClCCl.[O-:3][O+:4]=[O:5].[O-]OO|(3, 2);((2, 1), 5);((5, 4), 4)",39,4,reaction_22,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C1CC[C:1]2(C1)[CH2:2][O:3][O:4][O:5]2.ClCCl.[O-]OO|(5, 1);((1, 2), 3);((3, 4), 4)",39,3,reaction_22,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C1CC[C:3](=[O+:4][O-:5])C1.ClCCl.[CH2:1]=[O:2].[O-]OO|(5, 1);((1, 2), 3);((3, 4), 4)",39,2,reaction_22,USPTO_ozonolysis,train
"C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C1CCC2(C1)OC[O:3][O:1]2.ClCCl.[O-]OO|(2, 1);((1, 3), 3)",39,1,reaction_22,USPTO_ozonolysis,train
"COC(=O)C1CC[C:1]([O:2][CH2:3][O-:4])([O:5][P+:6](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C1.ClCCl.[O-]OO|(4, 3);((3, 2), 1);((1, 5), 6)",39,0,reaction_22,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(=O)NC1=CC(C)=CC([CH:1]=[CH2:2])=N1.CO.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",40,4,reaction_28,USPTO_ozonolysis,val
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(=O)NC1=CC(C)=CC([CH:4]2[O:3][O:2][O:1][CH2:5]2)=N1.CO.ClCCl|(3, 4);((4, 5), 1);((1, 2), 2)",40,3,reaction_28,USPTO_ozonolysis,val
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(=O)NC1=CC(C)=CC([CH:1]=[O+:2][O-:3])=N1.CO.ClCCl.[CH2:4]=[O:5]|(3, 4);((4, 5), 1);((1, 2), 2)",40,2,reaction_28,USPTO_ozonolysis,val
"C1=CC=C([P:3](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(=O)NC1=CC(C)=CC(C2OC[O:1][O:2]2)=N1.CO.ClCCl|(3, 2);((2, 1), 1)",40,1,reaction_28,USPTO_ozonolysis,val
"CC(=O)NC1=CC(C)=CC([CH:1]([O:2][CH2:3][O-:4])[O:5][P+:6](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)=N1.CO.ClCCl|(4, 3);((3, 2), 1);((1, 5), 6)",40,0,reaction_28,USPTO_ozonolysis,val
